代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
000001.SZ,平安银行,1991-11-21,1.0018,1.0018,1.0018,0.9188,0.9455,327800,10583000,-0.0563,-5.6213,32.2849,1.237,845350000,N/A,1547155454.9,26500000,0,48500171,21.8294,6.5416,N/A,N/A,
000001.SZ,平安银行,1991-11-22,0.9455,0.947,0.9633,0.9188,0.9514,411800,13128000,0.0059,0.627,31.8796,1.554,850650000,N/A,1556855489.1,26500000,0,48500171,21.9662,6.5826,N/A,N/A,
000001.SZ,平安银行,1991-11-25,0.9514,0.947,0.947,0.8536,0.8536,247500,7650000,-0.0978,-10.2804,30.9091,0.934,763200000,N/A,1396804924.8,26500000,0,48500171,19.708,5.9059,N/A,N/A,
000001.SZ,平安银行,1991-11-26,0.8536,0.9188,0.9188,0.8536,0.8536,356300,10566000,0,0,29.6548,1.3445,763200000,N/A,1396804924.8,26500000,0,48500171,19.708,5.9059,N/A,N/A,
000001.SZ,平安银行,1991-11-27,0.8536,0.8536,0.8892,0.8403,0.8892,455000,13101000,0.0356,4.1667,28.7934,1.717,795000000,N/A,1455005130,26500000,0,48500171,20.5292,6.152,N/A,N/A,
000001.SZ,平安银行,1991-11-28,0.8892,0.8892,0.8981,0.8536,0.861,432000,12880000,-0.0282,-3.1667,29.8148,1.6302,769825000,N/A,1408929967.55,26500000,0,48500171,19.8791,5.9572,N/A,N/A,
000001.SZ,平安银行,1991-11-29,0.861,0.8595,0.8595,0.8136,0.8254,306200,8557000,-0.0356,-4.1308,27.9458,1.1555,738025000,N/A,1350729762.35,26500000,0,48500171,19.0579,5.7111,N/A,N/A,
000001.SZ,平安银行,1991-12-02,0.8254,0.818,0.818,0.7943,0.8017,410500,11099000,-0.0237,-2.8725,27.0378,1.5491,716825000,N/A,1311929625.55,26500000,0,48500171,18.5105,5.547,N/A,N/A,
000001.SZ,平安银行,1991-12-03,0.8017,0.8002,0.8462,0.8002,0.8388,234800,6521000,0.037,4.6211,27.7726,0.886,749950000,N/A,1372554839.3,26500000,0,48500171,19.3659,5.8034,N/A,N/A,
000001.SZ,平安银行,1991-12-04,0.8388,0.8388,0.8447,0.8299,0.8299,242700,6853000,-0.0089,-1.0601,28.2365,0.9158,742000000,N/A,1358004788,26500000,0,48500171,19.1606,5.7418,N/A,N/A,
000001.SZ,平安银行,1991-12-05,0.8299,0.8299,0.8299,0.7973,0.8002,126000,3458000,-0.0296,-3.5714,27.4444,0.4755,715500000,N/A,1309504617,26500000,0,48500171,18.4763,5.5368,N/A,N/A,
000001.SZ,平安银行,1991-12-06,0.8002,0.8002,0.818,0.8002,0.8151,159400,4341000,0.0148,1.8519,27.2334,0.6015,728750000,N/A,1333754702.5,26500000,0,48500171,18.8184,5.6393,N/A,N/A,
000001.SZ,平安银行,1991-12-09,0.8151,0.8299,0.8358,0.824,0.8314,144400,4045000,0.0163,2,28.0125,0.5449,743325000,N/A,1360429796.55,26500000,0,48500171,19.1948,5.7521,N/A,N/A,
000001.SZ,平安银行,1991-12-10,0.8314,0.8299,0.8447,0.8299,0.8447,182200,5160000,0.0133,1.6043,28.3205,0.6875,755250000,N/A,1382254873.5,26500000,0,48500171,19.5027,5.8444,N/A,N/A,
000001.SZ,平安银行,1991-12-11,0.8447,0.8447,0.8536,0.8358,0.8403,201900,5750000,-0.0044,-0.5263,28.4794,0.7619,751275000,N/A,1374979847.85,26500000,0,48500171,19.4001,5.8136,N/A,N/A,
000001.SZ,平安银行,1991-12-12,0.8403,0.8403,0.8403,0.821,0.8269,105800,2953000,-0.0133,-1.5873,27.9112,0.3992,739350000,N/A,1353154770.9,26500000,0,48500171,19.0921,5.7213,N/A,N/A,
000001.SZ,平安银行,1991-12-13,0.8269,0.824,0.824,0.8032,0.8077,129400,3541000,-0.0193,-2.3297,27.3648,0.4883,722125000,N/A,1321629659.75,26500000,0,48500171,18.6473,5.588,N/A,N/A,
000001.SZ,平安银行,1991-12-16,0.8077,0.8121,0.824,0.8121,0.818,100100,2762000,0.0104,1.2844,27.5924,0.3777,731400000,N/A,1338604719.6,26500000,0,48500171,18.8868,5.6598,N/A,N/A,
000001.SZ,平安银行,1991-12-17,0.818,0.8195,0.824,0.8151,0.8165,91300,2521000,-0.0015,-0.1812,27.6123,0.3445,730075000,N/A,1336179711.05,26500000,0,48500171,18.8526,5.6496,N/A,N/A,
000001.SZ,平安银行,1991-12-18,0.8165,0.818,0.821,0.8121,0.8195,123900,3412000,0.003,0.363,27.5383,0.4675,732725000,N/A,1341029728.15,26500000,0,48500171,18.9211,5.6701,N/A,N/A,
000001.SZ,平安银行,1991-12-19,0.8195,0.818,0.824,0.8151,0.8195,100900,2787000,0,0,27.6214,0.3808,732725000,N/A,1341029728.15,26500000,0,48500171,18.9211,5.6701,N/A,N/A,
000001.SZ,平安银行,1991-12-20,0.8195,0.818,0.824,0.8151,0.8151,100900,2787000,-0.0044,-0.5425,27.6214,0.3808,728750000,N/A,1333754702.5,26500000,0,48500171,18.8184,5.6393,N/A,N/A,
000001.SZ,平安银行,1991-12-23,0.8151,0.821,0.8269,0.818,0.824,127000,3523000,0.0089,1.0909,27.7402,0.4792,736700000,N/A,1348304753.8,26500000,0,48500171,19.0237,5.7008,N/A,N/A,
000001.SZ,平安银行,1991-12-24,0.824,0.8269,0.8684,0.8002,0.861,105000,3010000,0.037,4.4964,28.6667,0.3962,769825000,N/A,1408929967.55,26500000,0,48500171,19.8791,5.9572,N/A,N/A,
000001.SZ,平安银行,1991-12-25,0.861,0.864,0.8892,0.8625,0.8684,226900,6703000,0.0074,0.8606,29.5416,0.8562,776450000,N/A,1421055010.3,26500000,0,48500171,20.0502,6.0084,N/A,N/A,
000001.SZ,平安银行,1991-12-26,0.8684,0.8684,0.8684,0.8299,0.8299,191800,5510000,-0.0385,-4.4369,28.7278,0.7238,742000000,N/A,1358004788,26500000,0,48500171,19.1606,5.7418,N/A,N/A,
000001.SZ,平安银行,1991-12-27,0.8299,0.8299,0.8447,0.8299,0.8432,210500,5935000,0.0133,1.6071,28.1948,0.7943,753925000,N/A,1379829864.95,26500000,0,48500171,19.4685,5.8341,N/A,N/A,
000001.SZ,平安银行,1991-12-30,0.8432,0.8684,0.8714,0.8536,0.8536,105900,3093000,0.0104,1.2302,29.2068,0.3996,763200000,N/A,1396804924.8,26500000,0,48500171,19.708,5.9059,N/A,N/A,
000001.SZ,平安银行,1991-12-31,0.8536,0.8536,0.8699,0.8536,0.8699,75900,2204000,0.0163,1.9097,29.0382,0.1922,1159052720.05,N/A,2634210722.05,39490723,0,89751643,37.167,11.1378,N/A,N/A,
000001.SZ,平安银行,1992-01-02,0.8699,0.8699,0.8714,0.8595,0.864,188600,5491000,-0.0059,-0.6814,29.1145,0.4776,1151154575.45,N/A,2616260393.45,39490723,0,89751643,23.2247,4.5267,7.817,N/A,
000001.SZ,平安银行,1992-01-03,0.864,0.8655,0.8699,0.8595,0.8625,221200,6433000,-0.0015,-0.1715,29.0823,0.5601,1149180039.3,N/A,2611772811.3,39490723,0,89751643,23.1848,4.519,7.8036,N/A,
000001.SZ,平安银行,1992-01-06,0.8625,0.8625,0.8832,0.861,0.8803,263400,7721000,0.0178,2.0619,29.3128,0.667,1172874473.1,N/A,2665623797.1,39490723,0,89751643,23.6629,4.6121,7.9645,N/A,
000001.SZ,平安银行,1992-01-07,0.8803,0.8803,0.8951,0.8758,0.8862,293100,8773000,0.0059,0.6734,29.9318,0.7422,1180772617.7,N/A,2683574125.7,39490723,0,89751643,23.8222,4.6432,8.0181,N/A,
000001.SZ,平安银行,1992-01-08,0.8862,0.8832,0.8951,0.8758,0.8788,192800,5745000,-0.0074,-0.8361,29.7977,0.4882,1170899936.95,N/A,2661136214.95,39490723,0,89751643,23.623,4.6044,7.951,N/A,
000001.SZ,平安银行,1992-01-09,0.8788,0.8803,0.8832,0.8684,0.8803,153500,4545000,0.0015,0.1686,29.6091,0.3887,1172874473.1,N/A,2665623797.1,39490723,0,89751643,23.6629,4.6121,7.9645,N/A,
000001.SZ,平安银行,1992-01-10,0.8803,0.8788,0.8832,0.8743,0.8832,152500,4532000,0.003,0.3367,29.718,0.3862,1176823545.4,N/A,2674598961.4,39490723,0,89751643,23.7426,4.6277,7.9913,N/A,
000001.SZ,平安银行,1992-01-13,0.8832,0.8832,0.8832,0.8773,0.8788,135300,4016000,-0.0044,-0.5034,29.6822,0.3426,1170899936.95,N/A,2661136214.95,39490723,0,89751643,23.623,4.6044,7.951,N/A,
000001.SZ,平安银行,1992-01-14,0.8788,0.8788,0.8788,0.8595,0.8655,71100,2084000,-0.0133,-1.5177,29.3108,0.18,1153129111.6,N/A,2620747975.6,39490723,0,89751643,23.2645,4.5345,7.8304,N/A,
000001.SZ,平安银行,1992-01-15,0.8655,0.8655,0.8714,0.8595,0.8625,220500,6499000,-0.003,-0.3425,29.4739,0.5584,1149180039.3,N/A,2611772811.3,39490723,0,89751643,23.1848,4.519,7.8036,N/A,
000001.SZ,平安银行,1992-01-16,0.8625,0.8595,0.8595,0.8462,0.8566,126800,3658000,-0.0059,-0.6873,28.8486,0.3211,1141281894.7,N/A,2593822482.7,39490723,0,89751643,23.0255,4.4879,7.7499,N/A,
000001.SZ,平安银行,1992-01-17,0.8566,0.8566,0.8566,0.8403,0.8536,114300,3269000,-0.003,-0.346,28.6002,0.2894,1137332822.4,N/A,2584847318.4,39490723,0,89751643,22.9458,4.4724,7.7231,N/A,
000001.SZ,平安银行,1992-01-20,0.8536,0.8536,0.8743,0.8536,0.8729,108500,3179000,0.0193,2.2569,29.2995,0.2747,1163001792.35,N/A,2643185886.35,39490723,0,89751643,23.4637,4.5733,7.8974,N/A,
000001.SZ,平安银行,1992-01-21,0.8729,0.8743,0.8832,0.8655,0.8684,157600,4660000,-0.0044,-0.5093,29.5685,0.3991,1157078183.9,N/A,2629723139.9,39490723,0,89751643,23.3442,4.55,7.8572,N/A,
000001.SZ,平安银行,1992-01-22,0.8684,0.8669,0.8684,0.8536,0.858,159200,4608000,-0.0104,-1.1945,28.9447,0.4031,1143256430.85,N/A,2598310064.85,39490723,0,89751643,23.0653,4.4957,7.7633,N/A,
000001.SZ,平安银行,1992-01-23,0.858,0.858,0.8684,0.858,0.8655,147700,4298000,0.0074,0.8636,29.0995,0.374,1153129111.6,N/A,2620747975.6,39490723,0,89751643,23.2645,4.5345,7.8304,N/A,
000001.SZ,平安银行,1992-01-24,0.8655,0.8669,0.8803,0.861,0.8773,232700,6857000,0.0119,1.3699,29.4671,0.5893,1168925400.8,N/A,2656648632.8,39490723,0,89751643,23.5832,4.5966,7.9376,N/A,
000001.SZ,平安银行,1992-01-27,0.8773,0.8758,0.8773,0.8684,0.8714,257100,7566000,-0.0059,-0.6757,29.4282,0.651,1161027256.2,N/A,2638698304.2,39490723,0,89751643,23.4239,4.5655,7.884,N/A,
000001.SZ,平安银行,1992-01-28,0.8714,0.8714,0.8743,0.8699,0.8743,233600,6874000,0.003,0.3401,29.4264,0.5915,1164976328.5,N/A,2647673468.5,39490723,0,89751643,23.5035,4.5811,7.9108,N/A,
000001.SZ,平安银行,1992-01-29,0.8743,0.8743,0.8906,0.8743,0.8892,212700,6338000,0.0148,1.6949,29.7978,0.5386,1184721690,N/A,2692549290,39490723,0,89751643,23.9019,4.6587,8.0449,N/A,
000001.SZ,平安银行,1992-01-30,0.8892,0.8877,0.8995,0.8877,0.8951,173500,5232000,0.0059,0.6667,30.1556,0.4393,1192619834.6,N/A,2710499618.6,39490723,0,89751643,24.0612,4.6898,8.0985,N/A,
000001.SZ,平安银行,1992-01-31,0.8951,0.8981,0.9247,0.8981,0.9232,227500,7013000,0.0282,3.1457,30.8264,0.5761,1230136021.45,N/A,2795763679.45,39490723,0,89751643,24.8181,4.8373,8.3533,N/A,
000001.SZ,平安银行,1992-02-10,0.9232,0.9218,0.9275,0.8819,0.9018,164400,5170000,-0.0214,-2.3184,31.4477,0.4163,1247906846.8,N/A,2836151918.8,39490723,0,89751643,25.1767,4.9072,8.474,N/A,
000001.SZ,平安银行,1992-02-11,0.9018,0.8961,0.9075,0.8961,0.9033,196000,6199000,0.0014,0.1582,31.6276,0.4963,1249881382.95,N/A,2840639500.95,39490723,0,89751643,25.2165,4.9149,8.4874,N/A,
000001.SZ,平安银行,1992-02-12,0.9033,0.9033,0.9133,0.899,0.909,135800,4303000,0.0057,0.6319,31.6863,0.3439,1257779527.55,N/A,2858589829.55,39490723,0,89751643,25.3759,4.946,8.541,N/A,
000001.SZ,平安银行,1992-02-13,0.909,0.9104,0.9147,0.9075,0.9133,181200,5790000,0.0043,0.471,31.9536,0.4588,1263703136,N/A,2872052576,39490723,0,89751643,25.4954,4.9693,8.5812,N/A,
000001.SZ,平安银行,1992-02-14,0.9133,0.9133,0.9161,0.9075,0.9075,192400,6154000,-0.0057,-0.625,31.9854,0.4872,1255804991.4,N/A,2854102247.4,39490723,0,89751643,25.336,4.9382,8.5276,N/A,
000001.SZ,平安银行,1992-02-17,0.9075,0.9047,0.9075,0.8876,0.8919,155700,4880000,-0.0157,-1.7296,31.3423,0.3943,1234085093.75,N/A,2804738843.75,39490723,0,89751643,24.8978,4.8528,8.3801,N/A,
000001.SZ,平安银行,1992-02-18,0.8919,0.8904,0.8919,0.8762,0.8847,195500,6063000,-0.0071,-0.8,31.0128,0.4951,1224212413,N/A,2782300933,39490723,0,89751643,24.6986,4.814,8.3131,N/A,
000001.SZ,平安银行,1992-02-19,0.8847,0.8847,0.8904,0.879,0.8861,194600,6030000,0.0014,0.1613,30.9866,0.4928,1226186949.15,N/A,2786788515.15,39490723,0,89751643,24.7385,4.8218,8.3265,N/A,
000001.SZ,平安银行,1992-02-20,0.8861,0.8847,0.9133,0.8847,0.9075,129600,4082000,0.0214,2.4155,31.4969,0.3282,1255804991.4,N/A,2854102247.4,39490723,0,89751643,25.336,4.9382,8.5276,N/A,
000001.SZ,平安银行,1992-02-21,0.9075,0.9075,0.9104,0.9018,0.9033,171000,5429000,-0.0043,-0.4717,31.7485,0.433,1249881382.95,N/A,2840639500.95,39490723,0,89751643,25.2165,4.9149,8.4874,N/A,
000001.SZ,平安银行,1992-02-24,0.9033,0.9033,0.9033,0.8704,0.8876,140500,4367000,-0.0157,-1.7378,31.0819,0.3558,1228161485.3,N/A,2791276097.3,39490723,0,89751643,24.7783,4.8295,8.3399,N/A,
000001.SZ,平安银行,1992-02-25,0.8876,0.8904,0.8904,0.879,0.8833,123100,3812000,-0.0043,-0.4823,30.9667,0.3117,1222237876.85,N/A,2777813350.85,39490723,0,89751643,24.6588,4.8062,8.2997,N/A,
000001.SZ,平安银行,1992-02-26,0.8833,0.8847,0.8847,0.8704,0.8719,141900,4357000,-0.0114,-1.2924,30.7047,0.3593,1206441587.65,N/A,2741912693.65,39490723,0,89751643,24.3401,4.7441,8.1924,N/A,
000001.SZ,平安银行,1992-02-27,0.8719,0.8762,0.8847,0.8704,0.8847,203300,6259000,0.0128,1.473,30.787,0.5148,1224212413,N/A,2782300933,39490723,0,89751643,24.6986,4.814,8.3131,N/A,
000001.SZ,平安银行,1992-02-28,0.8847,0.8847,0.9061,0.8847,0.9004,233500,7346000,0.0157,1.7742,31.4604,0.5913,1245932310.65,N/A,2831664336.65,39490723,0,89751643,25.1368,4.8994,8.4606,N/A,
000001.SZ,平安银行,1992-03-02,0.9004,0.9047,0.9133,0.9018,0.9047,313700,9962000,0.0043,0.4754,31.7565,0.7944,1251855919.1,N/A,2845127083.1,39490723,0,89751643,25.2563,4.9227,8.5008,N/A,
000001.SZ,平安银行,1992-03-03,0.9047,0.9075,0.909,0.9004,0.9047,315000,9984000,0,0,31.6952,0.7977,1251855919.1,N/A,2845127083.1,39490723,0,89751643,25.2563,4.9227,8.5008,N/A,
000001.SZ,平安银行,1992-03-04,0.9047,0.9075,0.9104,0.9004,0.9061,228800,7248000,0.0014,0.1577,31.6783,0.5794,1253830455.25,N/A,2849614665.25,39490723,0,89751643,25.2962,4.9305,8.5142,N/A,
000001.SZ,平安银行,1992-03-05,0.9061,0.9047,0.9133,0.9033,0.9118,273300,8699000,0.0057,0.6299,31.8295,0.6921,1261728599.85,N/A,2867564993.85,39490723,0,89751643,25.4555,4.9615,8.5678,N/A,
000001.SZ,平安银行,1992-03-06,0.9118,0.9133,0.9218,0.909,0.9161,426000,13654000,0.0043,0.4695,32.0516,1.0787,1267652208.3,N/A,2881027740.3,39490723,0,89751643,25.575,4.9848,8.608,N/A,
000001.SZ,平安银行,1992-03-09,0.9161,0.9204,0.9389,0.9204,0.9247,351500,11455000,0.0086,0.9346,32.5889,0.8901,1279499425.2,N/A,2907953233.2,39490723,0,89751643,25.8141,5.0314,8.6885,N/A,
000001.SZ,平安银行,1992-03-10,0.9247,0.9275,0.9275,0.9104,0.9161,228400,7351000,-0.0086,-0.9259,32.1848,0.5784,1267652208.3,N/A,2881027740.3,39490723,0,89751643,25.575,4.9848,8.608,N/A,
000001.SZ,平安银行,1992-03-11,0.9161,0.9133,0.919,0.9133,0.9175,273800,8783000,0.0014,0.1558,32.0782,0.6933,1269626744.45,N/A,2885515322.45,39490723,0,89751643,25.6149,4.9926,8.6215,N/A,
000001.SZ,平安银行,1992-03-12,0.9175,0.9161,0.9204,0.9133,0.9204,261500,8396000,0.0029,0.311,32.1071,0.6622,1273575816.75,N/A,2894490486.75,39490723,0,89751643,25.6945,5.0081,8.6483,N/A,
000001.SZ,平安银行,1992-03-13,0.9204,0.9218,0.9218,0.9175,0.9218,317000,10224000,0.0014,0.155,32.2524,0.8027,1275550352.9,N/A,2898978068.9,39490723,0,89751643,25.7344,5.0159,8.6617,N/A,
000001.SZ,平安银行,1992-03-16,0.9218,0.9261,0.9389,0.9232,0.9361,491000,15963000,0.0143,1.548,32.5112,1.2433,1295295714.4,N/A,2943853890.4,39490723,0,89751643,26.1327,5.0935,8.7958,N/A,
000001.SZ,平安银行,1992-03-17,0.9361,0.9389,0.9418,0.9361,0.9375,310600,10227000,0.0014,0.1524,32.9266,0.7865,1297270250.55,N/A,2948341472.55,39490723,0,89751643,26.1726,5.1013,8.8092,N/A,
000001.SZ,平安银行,1992-03-18,0.9375,0.9375,0.9404,0.9347,0.9389,605900,19918000,0.0014,0.1522,32.8734,1.5343,1299244786.7,N/A,2952829054.7,39490723,0,89751643,26.2124,5.1091,8.8226,N/A,
000001.SZ,平安银行,1992-03-19,0.9389,0.9389,0.9389,0.9261,0.9304,228600,7488000,-0.0086,-0.9119,32.7559,0.5789,1287397569.8,N/A,2925903561.8,39490723,0,89751643,25.9734,5.0625,8.7421,N/A,
000001.SZ,平安银行,1992-03-20,0.9304,0.9347,0.9347,0.919,0.9261,256300,8317000,-0.0043,-0.4601,32.4503,0.649,1281473961.35,N/A,2912440815.35,39490723,0,89751643,25.8539,5.0392,8.7019,N/A,
000001.SZ,平安银行,1992-03-23,0.9261,0.6136,0.6293,0.6136,0.625,486500,10646000,-0.3011,-32.5116,21.8828,1.2319,864846833.7,N/A,1965560981.7,39490723,0,89751643,17.4484,3.4009,5.8728,N/A,
000001.SZ,平安银行,1992-03-24,0.625,0.6279,0.6307,0.6236,0.6307,647600,14213000,0.0057,0.9132,21.9472,1.6399,872744978.3,N/A,1983511310.3,39490723,0,89751643,17.6077,3.4319,5.9264,N/A,
000001.SZ,平安银行,1992-03-25,0.6307,0.6307,0.665,0.6279,0.6607,665200,14970000,0.03,4.7511,22.5045,1.6844,914210237.45,N/A,2077750535.45,39490723,0,89751643,18.4443,3.595,6.208,N/A,
000001.SZ,平安银行,1992-03-26,0.6607,0.665,0.7021,0.6607,0.6907,915400,21920000,0.03,4.5356,23.9458,2.318,955675496.6,N/A,2171989760.6,39490723,0,89751643,19.2809,3.758,6.4896,N/A,
