代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
000001.SZ,平安银行,2002-12-02,3.4633,3.4605,3.4605,3.3202,3.3259,5746051,68006411.4,-0.1374,-3.9669,11.8353,0.4077,16376786033.3,N/A,22610453371.38,1409361965,0,1945822149,56.1945,6.2328,8.7048,2.5732,
000001.SZ,平安银行,2002-12-03,3.3259,3.3288,3.3746,3.3145,3.366,2843511,33301133,0.0401,1.2048,11.7113,0.2018,16574096708.4,N/A,22882868472.24,1409361965,0,1945822149,56.8716,6.3079,8.8097,2.6042,
000001.SZ,平安银行,2002-12-04,3.366,3.366,3.4175,3.3431,3.3746,3923235,46291618.4,0.0086,0.2551,11.7993,0.2784,16616377567.35,N/A,22941243136.71,1409361965,0,1945822149,57.0166,6.324,8.8322,2.6108,
000001.SZ,平安银行,2002-12-05,3.3746,3.3717,3.3717,3.2916,3.3317,4550348,52768871.6,-0.0429,-1.2723,11.5967,0.3229,16404973272.6,N/A,22649369814.36,1409361965,0,1945822149,56.2912,6.2435,8.7198,2.5776,
000001.SZ,平安银行,2002-12-06,3.3317,3.3317,3.3717,3.2973,3.3317,3193475,37171784.6,0,0,11.6399,0.2266,16404973272.6,N/A,22649369814.36,1409361965,0,1945822149,56.2912,6.2435,8.7198,2.5776,
000001.SZ,平安银行,2002-12-09,3.3317,3.3173,3.3603,3.2916,3.3116,1836981,21293723.6,-0.02,-0.6014,11.5917,0.1303,16306317935.05,N/A,22513162263.93,1409361965,0,1945822149,55.9527,6.206,8.6674,2.5621,
000001.SZ,平安银行,2002-12-10,3.3116,3.3116,3.3546,3.2687,3.2715,4120997,47569086.9,-0.0401,-1.21,11.5431,0.2924,16109007259.95,N/A,22240747163.07,1409361965,0,1945822149,55.2757,6.1309,8.5625,2.5311,
000001.SZ,平安银行,2002-12-11,3.2715,3.2715,3.2744,3.1628,3.1943,7172907,80099909,-0.0773,-2.3622,11.167,0.5089,15728479529.4,N/A,21715375182.84,1409361965,0,1945822149,53.97,5.986,8.3602,2.4713,
000001.SZ,平安银行,2002-12-12,3.1943,3.2114,3.2114,3.1485,3.1656,8912325,98931595.7,-0.0286,-0.8961,11.1005,0.6324,15587543332.9,N/A,21520792967.94,1409361965,0,1945822149,53.4864,5.9324,8.2853,2.4491,
000001.SZ,平安银行,2002-12-13,3.1656,3.1313,3.2029,3.0969,3.18,6125997,67743206.9,0.0143,0.4521,11.0583,0.4347,15658011431.15,N/A,21618084075.39,1409361965,0,1945822149,53.7282,5.9592,8.3228,2.4602,
000001.SZ,平安银行,2002-12-16,3.18,3.1914,3.2029,3.1427,3.1857,4929065,54691423.1,0.0057,0.18,11.0957,0.3497,15686198670.45,N/A,21657000518.37,1409361965,0,1945822149,53.8249,5.9699,8.3377,2.4646,
000001.SZ,平安银行,2002-12-17,3.1857,3.1914,3.2286,3.1857,3.2086,4023583,45098744.6,0.0229,0.7188,11.2086,0.2855,15798947627.65,N/A,21812666290.29,1409361965,0,1945822149,54.2118,6.0129,8.3977,2.4824,
000001.SZ,平安银行,2002-12-18,3.2086,3.2086,3.2572,3.1943,3.1971,4235007,47770058,-0.0114,-0.3568,11.2798,0.3005,15742573149.05,N/A,21734833404.33,1409361965,0,1945822149,54.0183,5.9914,8.3677,2.4735,
000001.SZ,平安银行,2002-12-19,3.1971,3.1971,3.2057,3.1513,3.1943,2485130,27632139.1,-0.0029,-0.0895,11.119,0.1763,15728479529.4,N/A,21715375182.84,1409361965,0,1945822149,53.97,5.986,8.3602,2.4713,
000001.SZ,平安银行,2002-12-20,3.1943,3.2057,3.2486,3.1628,3.2401,5384551,60406456.3,0.0458,1.4337,11.2185,0.3821,15953977443.8,N/A,22026706726.68,1409361965,0,1945822149,54.7437,6.0719,8.4801,2.5067,
000001.SZ,平安银行,2002-12-23,3.2401,3.2401,3.2859,3.2286,3.2372,5030074,57238558.6,-0.0029,-0.0883,11.3793,0.3569,15939883824.15,N/A,22007248505.19,1409361965,0,1945822149,54.6954,6.0665,8.4726,2.5045,
000001.SZ,平安银行,2002-12-24,3.2372,3.2343,3.2343,3.1771,3.2029,3592064,40191000.9,-0.0343,-1.061,11.1888,0.2549,15770760388.35,N/A,21773749847.31,1409361965,0,1945822149,54.115,6.0021,8.3827,2.4779,
000001.SZ,平安银行,2002-12-25,3.2029,3.2086,3.2286,3.1714,3.18,5084893,56533094.6,-0.0229,-0.7149,11.1179,0.3608,15658011431.15,N/A,21618084075.39,1409361965,0,1945822149,53.7282,5.9592,8.3228,2.4602,
000001.SZ,平安银行,2002-12-26,3.18,3.1771,3.1771,3.034,3.0426,11462737,123812109.6,-0.1374,-4.3204,10.8013,0.8133,14981517687.95,N/A,20684089443.87,1409361965,0,1945822149,51.4069,5.7018,7.9632,2.3539,
000001.SZ,平安银行,2002-12-27,3.0426,3.0054,3.0454,2.971,3.0111,9445658,99419779.6,-0.0315,-1.0348,10.5254,0.6702,14826487871.8,N/A,20470049007.48,1409361965,0,1945822149,50.8749,5.6428,7.8808,2.3296,
000001.SZ,平安银行,2002-12-30,3.0111,2.991,3.0197,2.9195,3.0111,7888103,81273392.2,0,0,10.3033,0.5597,14826487871.8,N/A,20470049007.48,1409361965,0,1945822149,50.8749,5.6428,7.8808,2.3296,
000001.SZ,平安银行,2002-12-31,3.0111,2.9767,3.034,2.9367,3.0025,13755233,143379569.7,-0.0086,-0.2852,10.4236,0.976,14784207012.85,N/A,20411674343.01,1409361965,0,1945822149,50.7298,5.6267,7.8583,2.3229,
000001.SZ,平安银行,2003-01-02,3.0025,2.9624,2.9624,2.8594,2.8708,6484885,65629648.8,-0.1317,-4.3851,10.1204,0.4601,14135900508.95,N/A,19516596154.47,1409361965,0,1945822149,45.1538,5.1795,5.1772,13.4761,
000001.SZ,平安银行,2003-01-03,2.8708,2.8622,2.8909,2.8365,2.868,4959469,49522854.7,-0.0029,-0.0997,9.9855,0.3519,14121806889.3,N/A,19497137932.98,1409361965,0,1945822149,45.1088,5.1744,5.172,13.4627,
000001.SZ,平安银行,2003-01-06,2.868,2.8708,2.8966,2.8365,2.8794,3655307,36626666.2,0.0114,0.3992,10.0201,0.2594,14178181367.9,N/A,19574970818.94,1409361965,0,1945822149,45.2889,5.195,5.1927,13.5164,
000001.SZ,平安银行,2003-01-07,2.8794,2.8794,2.9052,2.8651,2.8737,2714959,27361466.7,-0.0057,-0.1988,10.078,0.1926,14149994128.6,N/A,19536054375.96,1409361965,0,1945822149,45.1988,5.1847,5.1824,13.4896,
000001.SZ,平安银行,2003-01-08,2.8737,2.8622,3.0741,2.8622,3.0139,8042170,83768830.6,0.1403,4.8805,10.4162,0.5706,14840581491.45,N/A,20489507228.97,1409361965,0,1945822149,47.4047,5.4377,5.4353,14.1479,
000001.SZ,平安银行,2003-01-09,3.0139,3.0197,3.1198,2.9624,3.0597,19172123,203174049.2,0.0458,1.5195,10.5974,1.3603,15066079405.85,N/A,20800838772.81,1409361965,0,1945822149,48.125,5.5204,5.5179,14.3629,
000001.SZ,平安银行,2003-01-10,3.0597,3.0483,3.0969,3.0054,3.0139,12788591,136604834.3,-0.0458,-1.4967,10.6818,0.9074,14840581491.45,N/A,20489507228.97,1409361965,0,1945822149,47.4047,5.4377,5.4353,14.1479,
000001.SZ,平安银行,2003-01-13,3.0139,2.9996,3.0311,2.971,2.9767,4735488,49492478.3,-0.0372,-1.2346,10.4514,0.336,14657364436,N/A,20236550349.6,1409361965,0,1945822149,46.8195,5.3706,5.3682,13.9732,
000001.SZ,平安银行,2003-01-14,2.9767,2.9796,3.2744,2.9681,3.2744,54203669,611847871.1,0.2977,10,11.2879,3.846,16123100879.6,N/A,22260205384.56,1409361965,0,1945822149,51.5014,5.9077,5.905,15.3706,
000001.SZ,平安银行,2003-01-15,3.2744,3.303,3.346,3.1685,3.2057,27493517,312851558.8,-0.0687,-2.0979,11.3791,1.9508,15784854008,N/A,21793208068.8,1409361965,0,1945822149,50.421,5.7837,5.7811,15.0481,
000001.SZ,平安银行,2003-01-16,3.2057,3.2057,3.2773,3.1714,3.2544,14444456,163164681.4,0.0487,1.5179,11.296,1.0249,16024445542.05,N/A,22123997834.13,1409361965,0,1945822149,51.1863,5.8715,5.8689,15.2765,
000001.SZ,平安银行,2003-01-17,3.2544,3.2544,3.303,3.2143,3.2601,11106888,126229498.7,0.0057,0.1759,11.365,0.7881,16052632781.35,N/A,22162914277.11,1409361965,0,1945822149,51.2763,5.8818,5.8792,15.3034,
000001.SZ,平安银行,2003-01-20,3.2601,3.2601,3.3488,3.2315,3.3059,14173625,163119198.7,0.0458,1.4047,11.5086,1.0057,16278130695.75,N/A,22474245820.95,1409361965,0,1945822149,51.9966,5.9645,5.9618,15.5184,
000001.SZ,平安银行,2003-01-21,3.3059,3.3059,3.3488,3.2,3.2086,16300211,185981230.7,-0.0973,-2.9437,11.4097,1.1566,15798947627.65,N/A,21812666290.29,1409361965,0,1945822149,50.466,5.7889,5.7863,15.0615,
000001.SZ,平安银行,2003-01-22,3.2086,3.2029,3.2286,3.1714,3.2029,4444001,49717319.4,-0.0057,-0.1784,11.1875,0.3153,15770760388.35,N/A,21773749847.31,1409361965,0,1945822149,50.376,5.7786,5.776,15.0347,
000001.SZ,平安银行,2003-01-23,3.2029,3.2057,3.2544,3.1914,3.1971,3950142,44412427.1,-0.0057,-0.1787,11.2432,0.2803,15742573149.05,N/A,21734833404.33,1409361965,0,1945822149,50.2859,5.7682,5.7656,15.0078,
000001.SZ,平安银行,2003-01-24,3.1971,3.1971,3.2687,3.1485,3.2544,7126242,80316328.4,0.0572,1.7905,11.2705,0.5056,16024445542.05,N/A,22123997834.13,1409361965,0,1945822149,51.1863,5.8715,5.8689,15.2765,
000001.SZ,平安银行,2003-01-27,3.2544,3.2687,3.3345,3.2544,3.3116,10722270,123603327.5,0.0572,1.759,11.5277,0.7608,16306317935.05,N/A,22513162263.93,1409361965,0,1945822149,52.0867,5.9748,5.9721,15.5452,
000001.SZ,平安银行,2003-01-28,3.3116,3.3202,3.346,3.2859,3.3173,7457718,86235891.4,0.0057,0.1729,11.5633,0.5292,16334505174.35,N/A,22552078706.91,1409361965,0,1945822149,52.1767,5.9851,5.9824,15.5721,
000001.SZ,平安银行,2003-01-29,3.3173,3.3145,3.3774,3.2973,3.3288,14181052,165877602.3,0.0114,0.3451,11.6971,1.0062,16390879652.95,N/A,22629911592.87,1409361965,0,1945822149,52.3568,6.0058,6.0031,15.6259,
000001.SZ,平安银行,2003-02-10,3.3288,3.3145,3.3202,3.22,3.2372,4947747,56358434.3,-0.0916,-2.7515,11.3907,0.3511,15939883824.15,N/A,22007248505.19,1409361965,0,1945822149,50.9162,5.8405,5.8379,15.1959,
000001.SZ,平安银行,2003-02-11,3.2372,3.2343,3.2601,3.22,3.2572,2923950,33080059.1,0.02,0.6189,11.3135,0.2075,16038539161.7,N/A,22143456055.62,1409361965,0,1945822149,51.2313,5.8767,5.874,15.29,
000001.SZ,平安银行,2003-02-12,3.2572,3.2572,3.2773,3.2286,3.2687,4381368,49943048.4,0.0114,0.3515,11.399,0.3109,16094913640.3,N/A,22221288941.58,1409361965,0,1945822149,51.4114,5.8973,5.8947,15.3437,
000001.SZ,平安银行,2003-02-13,3.2687,3.2687,3.3202,3.2057,3.2172,12066789,136838494.3,-0.0515,-1.5762,11.3401,0.8562,15841228486.6,N/A,21871040954.76,1409361965,0,1945822149,50.6011,5.8044,5.8018,15.1019,
000001.SZ,平安银行,2003-02-14,3.2172,3.22,3.2715,3.2086,3.2429,5820956,65734277.9,0.0258,0.8007,11.2927,0.413,15968071063.45,N/A,22046164948.17,1409361965,0,1945822149,51.0062,5.8509,5.8482,15.2228,
000001.SZ,平安银行,2003-02-17,3.2429,3.2458,3.2601,3.2,3.2086,4510898,50820339.1,-0.0343,-1.0591,11.2661,0.3201,15798947627.65,N/A,21812666290.29,1409361965,0,1945822149,50.466,5.7889,5.7863,15.0615,
000001.SZ,平安银行,2003-02-18,3.2086,3.2057,3.22,3.1771,3.2,3895385,43460715.3,-0.0086,-0.2676,11.157,0.2764,15756666768.7,N/A,21754291625.82,1409361965,0,1945822149,50.331,5.7734,5.7708,15.0212,
000001.SZ,平安银行,2003-02-19,3.2,3.2,3.2401,3.1742,3.2372,5474756,61261207.5,0.0372,1.1628,11.1898,0.3885,15939883824.15,N/A,22007248505.19,1409361965,0,1945822149,50.9162,5.8405,5.8379,15.1959,
000001.SZ,平安银行,2003-02-20,3.2372,3.2372,3.2572,3.2114,3.2258,3316193,37478579.2,-0.0114,-0.3537,11.3017,0.2353,15883509345.55,N/A,21929415619.23,1409361965,0,1945822149,50.7361,5.8199,5.8173,15.1422,
000001.SZ,平安银行,2003-02-21,3.2258,3.22,3.2258,3.1227,3.1256,10324170,114032507.9,-0.1002,-3.1056,11.0452,0.7325,15390232657.8,N/A,21248377867.08,1409361965,0,1945822149,49.1605,5.6391,5.6366,14.6719,
000001.SZ,平安银行,2003-02-24,3.1256,3.1198,3.1456,3.0998,3.1055,5371782,58558697.5,-0.02,-0.641,10.9012,0.3811,15291577320.25,N/A,21112170316.65,1409361965,0,1945822149,48.8453,5.603,5.6005,14.5779,
000001.SZ,平安银行,2003-02-25,3.1055,3.1027,3.1857,3.0941,3.1685,6482130,71396736.2,0.063,2.0276,11.0144,0.4599,15601636952.55,N/A,21540251189.43,1409361965,0,1945822149,49.8357,5.7166,5.714,14.8734,
000001.SZ,平安银行,2003-02-26,3.1685,3.1685,3.1685,3.1685,3.1685,N/A,N/A,0,0,N/A,N/A,15601636952.55,N/A,21540251189.43,1409361965,0,1945822149,49.8357,5.7166,5.714,14.8734,
000001.SZ,平安银行,2003-02-27,3.1685,3.1685,3.1685,3.1685,3.1685,N/A,N/A,0,0,N/A,N/A,15601636952.55,N/A,21540251189.43,1409361965,0,1945822149,49.8357,5.7166,5.714,14.8734,
000001.SZ,平安银行,2003-02-28,3.1685,3.2486,3.2601,3.1885,3.2258,13958032,157344810.3,0.0572,1.8067,11.2727,0.9904,15883509345.55,N/A,21929415619.23,1409361965,0,1945822149,50.7361,5.8199,5.8173,15.1422,
000001.SZ,平安银行,2003-03-03,3.2258,3.2315,3.2601,3.2286,3.2458,5335089,60371966.3,0.02,0.6211,11.316,0.3785,15982164683.1,N/A,22065623169.66,1409361965,0,1945822149,51.0513,5.856,5.8534,15.2362,
000001.SZ,平安银行,2003-03-04,3.2458,3.2458,3.2887,3.2401,3.2658,7106562,81179775.2,0.02,0.6173,11.4232,0.5042,16080820020.65,N/A,22201830720.09,1409361965,0,1945822149,51.3664,5.8922,5.8895,15.3303,
000001.SZ,平安银行,2003-03-05,3.2658,3.2658,3.283,3.2229,3.2372,4283707,48448512.5,-0.0286,-0.8764,11.31,0.3039,15939883824.15,N/A,22007248505.19,1409361965,0,1945822149,50.9162,5.8405,5.8379,15.1959,
000001.SZ,平安银行,2003-03-06,3.2372,3.2372,3.2372,3.1714,3.1714,6313386,70464570.7,-0.0658,-2.0336,11.1611,0.448,15615730572.2,N/A,21559709410.92,1409361965,0,1945822149,49.8808,5.7218,5.7192,14.8869,
000001.SZ,平安银行,2003-03-07,3.1714,3.1685,3.1914,3.1485,3.1628,4492039,49701174.9,-0.0086,-0.2708,11.0643,0.3187,15573449713.25,N/A,21501334746.45,1409361965,0,1945822149,49.7457,5.7063,5.7037,14.8466,
000001.SZ,平安银行,2003-03-10,3.1628,3.1513,3.1656,3.0855,3.0884,6339998,69000022.4,-0.0744,-2.3529,10.8833,0.4498,15207015602.35,N/A,20995420987.71,1409361965,0,1945822149,48.5752,5.572,5.5695,14.4972,
000001.SZ,平安银行,2003-03-11,3.0884,3.0826,3.1141,3.0655,3.0969,3147481,33974673.5,0.0086,0.278,10.7942,0.2233,15249296461.3,N/A,21053795652.18,1409361965,0,1945822149,48.7103,5.5875,5.585,14.5376,
000001.SZ,平安银行,2003-03-12,3.0969,3.0969,3.1055,3.0569,3.1055,2994205,32243906.2,0.0086,0.2773,10.7688,0.2125,15291577320.25,N/A,21112170316.65,1409361965,0,1945822149,48.8453,5.603,5.6005,14.5779,
000001.SZ,平安银行,2003-03-13,3.1055,3.1055,3.1256,3.0712,3.0912,2540534,27502563.2,-0.0143,-0.4608,10.8255,0.1803,15221109222,N/A,21014879209.2,1409361965,0,1945822149,48.6202,5.5772,5.5747,14.5107,
000001.SZ,平安银行,2003-03-14,3.0912,3.0855,3.1342,3.0769,3.1141,2649710,28796187.4,0.0229,0.7407,10.8677,0.188,15333858179.2,N/A,21170544981.12,1409361965,0,1945822149,48.9804,5.6185,5.6159,14.6182,
000001.SZ,平安银行,2003-03-17,3.1141,3.1141,3.1141,3.0769,3.1113,2447195,26439072.6,-0.0029,-0.0919,10.8038,0.1736,15319764559.55,N/A,21151086759.63,1409361965,0,1945822149,48.9354,5.6133,5.6108,14.6047,
000001.SZ,平安银行,2003-03-18,3.1113,3.1055,3.1542,3.0912,3.0912,3305784,36127033.3,-0.02,-0.644,10.9284,0.2346,15221109222,N/A,21014879209.2,1409361965,0,1945822149,48.6202,5.5772,5.5747,14.5107,
000001.SZ,平安银行,2003-03-19,3.0912,3.0912,3.2,3.0769,3.1485,6687678,73649201.1,0.0572,1.8519,11.0127,0.4745,15502981615,N/A,21404043639,1409361965,0,1945822149,49.5206,5.6804,5.6779,14.7794,
000001.SZ,平安银行,2003-03-20,3.1485,3.1456,3.1771,3.1198,3.1313,3246757,35655429.4,-0.0172,-0.5455,10.9819,0.2304,15418419897.1,N/A,21287294310.06,1409361965,0,1945822149,49.2505,5.6495,5.6469,14.6988,
000001.SZ,平安银行,2003-03-21,3.1313,3.1313,3.2286,3.1227,3.2086,12272996,136799761.6,0.0773,2.468,11.1464,0.8708,15798947627.65,N/A,21812666290.29,1409361965,0,1945822149,50.466,5.7889,5.7863,15.0615,
000001.SZ,平安银行,2003-03-24,3.2086,3.2172,3.2429,3.1914,3.2114,4398879,49427248.1,0.0029,0.0892,11.2363,0.3121,15813041247.3,N/A,21832124511.78,1409361965,0,1945822149,50.511,5.7941,5.7914,15.075,
000001.SZ,平安银行,2003-03-25,3.2114,3.2114,3.22,3.1342,3.1427,4987107,55129901,-0.0687,-2.139,11.0545,0.3539,15474794375.7,N/A,21365127196.02,1409361965,0,1945822149,49.4306,5.6701,5.6676,14.7525,
000001.SZ,平安银行,2003-03-26,3.1427,3.1256,3.2057,3.1198,3.1628,5486384,60787047.1,0.02,0.6375,11.0796,0.3893,15573449713.25,N/A,21501334746.45,1409361965,0,1945822149,49.7457,5.7063,5.7037,14.8466,
000001.SZ,平安银行,2003-03-27,3.1628,3.1599,3.3631,3.1485,3.3231,27826089,319174472.6,0.1603,5.0679,11.4703,1.9744,16362692413.65,N/A,22590995149.89,1409361965,0,1945822149,52.2668,5.9955,5.9928,15.599,
000001.SZ,平安银行,2003-03-28,3.3231,3.3145,3.3918,3.283,3.3173,24072218,280749343.8,-0.0057,-0.1723,11.6628,1.708,16334505174.35,N/A,22552078706.91,1409361965,0,1945822149,52.1767,5.9851,5.9824,15.5721,
000001.SZ,平安银行,2003-03-31,3.3173,3.3173,3.386,3.3059,3.3746,14396497,168906757,0.0572,1.7256,11.7325,1.0215,16616377567.35,N/A,22941243136.71,1409361965,0,1945822149,53.0771,6.0884,6.0857,15.8408,
000001.SZ,平安银行,2003-04-01,3.3746,3.3803,3.429,3.3517,3.3774,19530165,231568108.1,0.0029,0.0848,11.8569,1.3857,16630471187,N/A,22960701358.2,1409361965,0,1945822149,53.1221,6.0936,6.0908,15.8543,
000001.SZ,平安银行,2003-04-02,3.3774,3.3746,3.4862,3.3574,3.4347,25550546,307503076.7,0.0572,1.6949,12.0351,1.8129,16912343580,N/A,23349865788,1409361965,0,1945822149,54.0225,6.1969,6.1941,16.123,
000001.SZ,平安银行,2003-04-03,3.4347,3.4347,3.4576,3.3832,3.3889,10467916,124704842.8,-0.0458,-1.3333,11.9131,0.7427,16686845665.6,N/A,23038534244.16,1409361965,0,1945822149,53.3022,6.1142,6.1115,15.908,
000001.SZ,平安银行,2003-04-04,3.3889,3.3774,3.4891,3.3746,3.469,15587225,187541878.3,0.0801,2.3649,12.0318,1.106,17081467015.8,N/A,23583364445.88,1409361965,0,1945822149,54.5627,6.2588,6.256,16.2842,
000001.SZ,平安银行,2003-04-07,3.469,3.4776,3.5377,3.4404,3.4461,18588512,226955973.2,-0.0229,-0.6601,12.2095,1.3189,16968718058.6,N/A,23427698673.96,1409361965,0,1945822149,54.2026,6.2175,6.2147,16.1767,
000001.SZ,平安银行,2003-04-08,3.4461,3.4461,3.4776,3.4003,3.4376,13142864,157857434.5,-0.0086,-0.2492,12.0109,0.9325,16926437199.65,N/A,23369324009.49,1409361965,0,1945822149,54.0675,6.202,6.1992,16.1364,
000001.SZ,平安银行,2003-04-09,3.4376,3.4347,3.5778,3.4061,3.5463,20688132,252121306.2,0.1088,3.164,12.1868,1.4679,17461994746.35,N/A,24108736426.11,1409361965,0,1945822149,55.7782,6.3982,6.3954,16.647,
000001.SZ,平安银行,2003-04-10,3.5463,3.5492,3.6293,3.4948,3.512,25858671,321155634.2,-0.0343,-0.9685,12.4196,1.8348,17292871310.55,N/A,23875237768.23,1409361965,0,1945822149,55.238,6.3363,6.3334,16.4857,
000001.SZ,平安银行,2003-04-11,3.512,3.5091,3.5635,3.4805,3.532,21706228,266877720.9,0.02,0.5705,12.295,1.5401,17391526648.1,N/A,24011445318.66,1409361965,0,1945822149,55.5531,6.3724,6.3696,16.5798,
000001.SZ,平安银行,2003-04-14,3.532,3.532,3.6866,3.4776,3.5893,31039567,386631488.9,0.0572,1.6207,12.4561,2.2024,17673399041.1,N/A,24400609748.46,1409361965,0,1945822149,56.4535,6.4757,6.4728,16.8485,
000001.SZ,平安银行,2003-04-15,3.5893,3.6064,3.6322,3.5377,3.5835,25181673,314356383.7,-0.0057,-0.1595,12.4835,1.7867,17645211801.8,N/A,24361693305.48,1409361965,0,1945822149,56.3635,6.4654,6.4625,16.8216,
000001.SZ,平安银行,2003-04-16,3.5835,3.5921,3.9413,3.5921,3.9413,120770560,1648743556.3,0.3578,9.984,13.6519,8.5692,19406914258.05,N/A,26793970991.73,1409361965,0,1945822149,61.9908,7.1109,7.1077,18.5011,
000001.SZ,平安银行,2003-04-17,3.9413,3.9299,3.9785,3.7667,3.8526,58135441,783243529.8,-0.0887,-2.2513,13.4727,4.1249,18970012048.9,N/A,26190766125.54,1409361965,0,1945822149,60.5952,6.9508,6.9477,18.0846,
000001.SZ,平安银行,2003-04-18,3.8526,3.8526,3.8583,3.678,3.6894,30994986,403941710.4,-0.1631,-4.2348,13.0325,2.1992,18166675728.85,N/A,25081647500.61,1409361965,0,1945822149,58.0292,6.6565,6.6535,17.3188,
000001.SZ,平安银行,2003-04-21,3.6894,3.7495,3.7581,3.5377,3.6265,27804286,351067304.7,-0.063,-1.7067,12.6264,1.9728,17856616096.55,N/A,24653566627.83,1409361965,0,1945822149,57.0387,6.5428,6.5399,17.0232,
000001.SZ,平安银行,2003-04-22,3.6265,3.678,3.7438,3.6551,3.6923,24526424,318010741.6,0.0658,1.8153,12.966,1.7403,18180769348.5,N/A,25101105722.1,1409361965,0,1945822149,58.0742,6.6616,6.6586,17.3322,
000001.SZ,平安银行,2003-04-23,3.6923,3.698,3.7438,3.5807,3.6007,21329034,271405104.6,-0.0916,-2.4806,12.7247,1.5134,17729773519.7,N/A,24478442634.42,1409361965,0,1945822149,56.6336,6.4964,6.4934,16.9023,
000001.SZ,平安银行,2003-04-24,3.6007,3.595,3.5978,3.3774,3.4232,30090284,363422127.2,-0.1775,-4.9285,12.0777,2.135,16855969101.4,N/A,23272032902.04,1409361965,0,1945822149,53.8424,6.1762,6.1734,16.0692,
000001.SZ,平安银行,2003-04-25,3.4232,3.4232,3.4776,3.3889,3.4032,15995446,191848563.8,-0.02,-0.5853,11.9939,1.1349,16757313763.85,N/A,23135825351.61,1409361965,0,1945822149,53.5273,6.14,6.1373,15.9752,
000001.SZ,平安银行,2003-04-28,3.4032,3.3774,3.6837,3.3202,3.6379,31087520,385060483.5,0.2347,6.8966,12.3863,2.2058,17912990575.15,N/A,24731399513.79,1409361965,0,1945822149,57.2188,6.5635,6.5605,17.0769,
000001.SZ,平安银行,2003-04-29,3.6379,3.5778,3.6522,3.5063,3.532,23441452,292256395.7,-0.1059,-2.9111,12.4675,1.6633,17391526648.1,N/A,24011445318.66,1409361965,0,1945822149,55.5531,6.3724,6.3696,16.5798,
000001.SZ,平安银行,2003-04-30,3.532,3.5349,3.6637,3.532,3.5578,17559852,220040366.3,0.0258,0.7293,12.5309,1.2459,17518369224.95,N/A,24186569312.07,1409361965,0,1945822149,55.9583,6.4189,6.416,16.7007,
000001.SZ,平安银行,2003-05-12,3.5578,3.4919,3.6522,3.429,3.6036,16839765,209422298.1,0.0458,1.2872,12.4362,1.1949,17743867139.35,N/A,24497900855.91,1409361965,0,1945822149,56.6786,6.5015,6.4986,16.9157,
000001.SZ,平安银行,2003-05-13,3.6036,3.6122,3.6436,3.4118,3.4232,23623688,289106131.1,-0.1803,-5.004,12.238,1.6762,16855969101.4,N/A,23272032902.04,1409361965,0,1945822149,53.8424,6.1762,6.1734,16.0692,
000001.SZ,平安银行,2003-05-14,3.4232,3.4089,3.4834,3.3774,3.4547,11795143,141668333.3,0.0315,0.9197,12.0107,0.8369,17010998917.55,N/A,23486073338.43,1409361965,0,1945822149,54.3376,6.233,6.2302,16.217,
000001.SZ,平安银行,2003-05-15,3.4547,3.4633,3.5234,3.4061,3.5063,14900272,181092459.2,0.0515,1.4913,12.1536,1.0572,17264684071.25,N/A,23836321325.25,1409361965,0,1945822149,55.148,6.326,6.3231,16.4589,
000001.SZ,平安银行,2003-05-16,3.5063,3.512,3.7724,3.5063,3.6064,34325542,438513482.4,0.1002,2.8571,12.7751,2.4355,17757960759,N/A,24517359077.4,1409361965,0,1945822149,56.7236,6.5067,6.5038,16.9291,
000001.SZ,平安银行,2003-05-19,3.6064,3.6207,3.7066,3.5692,3.6637,20120869,255752856.4,0.0572,1.5873,12.7108,1.4277,18039833152,N/A,24906523507.2,1409361965,0,1945822149,57.624,6.61,6.607,17.1978,
000001.SZ,平安银行,2003-05-20,3.6637,3.6579,3.6579,3.5635,3.5864,10198708,128469713,-0.0773,-2.1094,12.5967,0.7236,17659305421.45,N/A,24381151526.97,1409361965,0,1945822149,56.4085,6.4705,6.4676,16.8351,
000001.SZ,平安银行,2003-05-21,3.5864,3.5778,3.6608,3.5377,3.5463,9578831,119972107.4,-0.0401,-1.1173,12.5247,0.6797,17461994746.35,N/A,24108736426.11,1409361965,0,1945822149,55.7782,6.3982,6.3954,16.647,
000001.SZ,平安银行,2003-05-22,3.5463,3.5463,3.6093,3.4862,3.5864,10410339,128755508.5,0.0401,1.1299,12.368,0.7387,17659305421.45,N/A,24381151526.97,1409361965,0,1945822149,56.4085,6.4705,6.4676,16.8351,
000001.SZ,平安银行,2003-05-23,3.5864,3.6007,3.678,3.5721,3.6036,17673402,224626413.2,0.0172,0.4789,12.7099,1.254,17743867139.35,N/A,24497900855.91,1409361965,0,1945822149,56.6786,6.5015,6.4986,16.9157,
000001.SZ,平安银行,2003-05-26,3.6036,3.6036,3.6723,3.5978,3.6436,13429909,170337194.1,0.0401,1.112,12.6834,0.9529,17941177814.45,N/A,24770315956.77,1409361965,0,1945822149,57.3089,6.5738,6.5709,17.1038,
